,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind Speed,Wind,Pressure,IntCondition,Year,Month,Day,date,Date,Event
173,3,5,4,16,23,0,2,4,89.41666667,75.5,64.16666667,23.79166667,248.9166667,29.4175,10.0,2014,6,24,6/24/2014,2014-06-24,0
174,8,5,7,34,19,0,0,1,89.08333333,73.54166667,60.75,21.08333333,250.6666667,29.42625,8.375,2014,6,25,6/25/2014,2014-06-25,0
175,3,2,11,19,14,0,0,1,89.25,74.04166667,61.20833333,19.33333333,240.2916667,28.29291667,5.166666667,2014,6,26,6/26/2014,2014-06-26,0
176,4,1,6,32,13,0,1,3,88.75,74.125,62.70833333,18.83333333,246.7916667,29.61875,5.708333333,2014,6,27,6/27/2014,2014-06-27,0
177,0,5,5,20,14,1,1,5,88.25,72.5,59.83333333,20.91666667,256.2083333,29.59375,5.583333333,2014,6,28,6/28/2014,2014-06-28,0
178,0,1,1,10,1,0,0,1,87.17391304,71.39130435,59.0,24.0,257.5652174,29.53347826,7.173913043,2014,6,29,6/29/2014,2014-06-29,0
179,6,5,1,25,6,0,0,0,86.5,72.0,62.0,24.16666667,248.9166667,29.49875,6.708333333,2014,6,30,6/30/2014,2014-06-30,0
180,4,2,2,19,10,0,0,2,85.25,74.0,69.41666667,22.08333333,247.9583333,29.52125,7.625,2014,7,1,7/1/2014,2014-07-01,0
181,3,0,4,21,7,0,6,3,86.26086957,75.26086957,70.13043478,20.95652174,248.9130435,28.26478261,6.695652174,2014,7,2,7/2/2014,2014-07-02,0
182,2,5,7,12,7,2,0,2,86.08695652,74.47826087,69.13043478,21.60869565,248.0,29.49043478,6.043478261,2014,7,3,7/3/2014,2014-07-03,0
183,4,5,7,10,14,0,2,3,86.56521739,74.13043478,67.04347826,19.43478261,245.0,29.47608696,5.782608696,2014,7,4,7/4/2014,2014-07-04,0
184,3,4,6,37,11,1,0,0,86.47826087,74.17391304,67.13043478,17.56521739,245.0,29.5073913,5.130434783,2014,7,5,7/5/2014,2014-07-05,0
185,4,2,3,10,9,0,0,0,86.29166667,73.58333333,66.29166667,15.83333333,246.0,29.5575,4.208333333,2014,7,6,7/6/2014,2014-07-06,0
186,2,3,4,13,11,0,0,4,86.70833333,73.29166667,65.25,17.79166667,248.8333333,29.55125,5.333333333,2014,7,7,7/7/2014,2014-07-07,0
187,6,2,3,14,3,0,5,1,86.25,72.91666667,64.70833333,16.58333333,248.8333333,29.49375,4.708333333,2014,7,8,7/8/2014,2014-07-08,0
188,3,6,5,13,6,4,0,2,86.86956522,72.34782609,62.65217391,17.60869565,245.9565217,29.46434783,4.47826087,2014,7,9,7/9/2014,2014-07-09,0
189,2,5,8,21,32,0,5,4,87.43478261,72.47826087,61.73913043,16.52173913,250.7826087,29.4773913,3.652173913,2014,7,10,7/10/2014,2014-07-10,0
190,2,0,3,16,13,0,1,1,86.0,75.05263158,70.36842105,15.31578947,243.1578947,29.45473684,5.0,2014,7,11,7/11/2014,2014-07-11,0
191,8,2,10,29,12,3,12,4,87.375,73.75,64.375,13.125,242.2083333,29.43375,3.958333333,2014,7,12,7/12/2014,2014-07-12,0
192,2,1,1,17,2,0,0,0,87.20833333,73.45833333,64.45833333,9.208333333,220.5833333,29.435,4.0,2014,7,13,7/13/2014,2014-07-13,0
193,5,2,3,12,19,1,2,2,88.625,73.66666667,62.20833333,10.625,243.0833333,29.43125,2.75,2014,7,14,7/14/2014,2014-07-14,0
194,3,2,1,15,18,0,0,1,88.86956522,74.65217391,63.73913043,13.95652174,250.6956522,29.37347826,3.652173913,2014,7,15,7/15/2014,2014-07-15,0
195,4,3,3,13,12,1,4,0,87.95833333,75.66666667,67.16666667,12.625,240.2916667,29.34875,4.75,2014,7,16,7/16/2014,2014-07-16,0
196,2,3,5,25,14,1,0,1,88.95454545,75.27272727,64.54545455,10.63636364,240.6363636,29.34772727,4.363636364,2014,7,17,7/17/2014,2014-07-17,0
197,9,2,1,14,6,3,0,4,87.5,75.16666667,67.16666667,12.75,243.0833333,28.12458333,4.5,2014,7,18,7/18/2014,2014-07-18,0
198,7,7,6,8,10,0,6,6,88.04166667,74.54166667,64.875,16.29166667,243.2083333,29.37958333,4.75,2014,7,19,7/19/2014,2014-07-19,0
199,3,0,1,8,5,0,0,0,87.58333333,73.0,62.29166667,18.5,246.0416667,29.4225,4.958333333,2014,7,20,7/20/2014,2014-07-20,0
200,3,4,8,20,13,1,0,2,87.43478261,72.34782609,61.2173913,19.26086957,246.0,29.43956522,5.782608696,2014,7,21,7/21/2014,2014-07-21,0
201,5,5,3,9,7,0,1,2,87.30434783,71.73913043,60.39130435,20.04347826,247.9565217,29.42,5.52173913,2014,7,22,7/22/2014,2014-07-22,0
202,2,6,2,8,19,0,0,3,87.20833333,72.375,61.20833333,19.625,251.625,29.39375,6.583333333,2014,7,23,7/23/2014,2014-07-23,0
203,5,2,4,23,5,0,0,2,86.58333333,74.33333333,67.54166667,22.75,241.2916667,29.38875,6.0,2014,7,24,7/24/2014,2014-07-24,0
204,5,1,7,10,15,1,1,2,84.33333333,76.0,75.875,9.541666667,227.0833333,28.22541667,16.25,2014,7,25,7/25/2014,2014-07-25,0
205,4,6,6,36,13,0,0,4,85.41666667,76.0,74.04166667,11.45833333,245.9166667,29.51625,7.333333333,2014,7,26,7/26/2014,2014-07-26,0
206,3,1,2,10,5,0,6,1,86.41666667,74.125,67.58333333,13.625,253.5,29.55875,4.75,2014,7,27,7/27/2014,2014-07-27,0
207,2,1,2,9,9,0,0,2,85.33333333,74.5,70.45833333,18.58333333,249.7916667,29.4575,5.875,2014,7,28,7/28/2014,2014-07-28,0
208,2,0,1,13,15,3,0,5,85.83333333,72.66666667,65.04166667,15.41666667,244.9583333,29.405,4.583333333,2014,7,29,7/29/2014,2014-07-29,1
209,1,1,5,13,14,0,6,5,86.91666667,73.95833333,66.0,11.375,241.1666667,29.43625,5.5,2014,7,30,7/30/2014,2014-07-30,1
210,3,0,4,11,7,0,0,1,88.65217391,75.04347826,65.39130435,8.260869565,246.6521739,29.42521739,8.782608696,2014,7,31,7/31/2014,2014-07-31,1
211,2,1,2,14,17,1,0,1,89.29166667,76.16666667,65.95833333,8.666666667,237.5833333,29.39166667,5.166666667,2014,8,1,8/1/2014,2014-08-01,1
212,5,2,6,29,12,0,5,3,84.29166667,75.70833333,75.375,11.375,260.0,29.39416667,8.25,2014,8,2,8/2/2014,2014-08-02,0
213,5,1,3,6,5,5,0,0,84.33333333,75.08333333,74.125,15.16666667,245.125,29.39375,5.458333333,2014,8,3,8/3/2014,2014-08-03,0
214,4,5,6,22,14,0,0,4,84.69565217,73.2173913,68.95652174,15.04347826,250.7391304,26.82869565,5.869565217,2014,8,4,8/4/2014,2014-08-04,0
215,2,1,3,17,9,0,0,0,84.58333333,72.375,66.625,15.41666667,248.7916667,29.3975,5.0,2014,8,5,8/5/2014,2014-08-05,0
216,6,5,1,17,7,1,1,1,84.16666667,72.41666667,67.70833333,12.70833333,250.5833333,29.43375,4.625,2014,8,6,8/6/2014,2014-08-06,0
217,3,2,3,33,13,1,0,2,84.95652174,71.7826087,64.73913043,13.91304348,251.7391304,26.86043478,4.608695652,2014,8,7,8/7/2014,2014-08-07,0
218,5,3,5,13,12,3,2,2,85.04166667,71.5,64.125,12.25,241.25,29.4225,4.833333333,2014,8,8,8/8/2014,2014-08-08,0
219,4,1,5,15,20,3,0,5,85.59090909,71.72727273,63.63636364,9.318181818,227.3181818,28.15909091,3.909090909,2014,8,9,8/9/2014,2014-08-09,0
220,4,0,4,3,4,0,0,2,86.25,71.70833333,62.58333333,10.58333333,241.2083333,29.5425,2.5,2014,8,10,8/10/2014,2014-08-10,0
221,8,5,9,20,18,0,0,2,85.83333333,72.625,65.04166667,13.875,244.0416667,29.51375,4.083333333,2014,8,11,8/11/2014,2014-08-11,0
222,0,1,4,10,8,1,0,5,85.86956522,73.0,65.95652174,14.30434783,244.9565217,29.51,5.695652174,2014,8,12,8/12/2014,2014-08-12,0
223,0,0,0,0,0,0,0,0,84.0,73.0,70.0,17.66666667,248.0,29.54,5.666666667,2014,8,13,8/13/2014,2014-08-13,0
224,3,2,6,13,12,0,0,4,84.95652174,72.65217391,67.60869565,20.65217391,254.6521739,29.4826087,8.956521739,2014,8,14,8/14/2014,2014-08-14,1
225,4,3,7,13,15,2,3,2,83.91666667,72.45833333,67.875,19.375,248.875,29.445,6.75,2014,8,15,8/15/2014,2014-08-15,0
226,8,2,5,19,27,2,0,1,84.52173913,73.17391304,69.47826087,20.04347826,244.9565217,29.47869565,6.043478261,2014,8,16,8/16/2014,2014-08-16,0
227,0,1,2,6,7,0,0,1,85.70833333,71.95833333,64.08333333,11.79166667,242.125,28.37041667,5.208333333,2014,8,17,8/17/2014,2014-08-17,0
228,4,6,3,16,21,3,10,2,85.79166667,71.66666667,62.25,13.33333333,249.6666667,29.67375,3.375,2014,8,18,8/18/2014,2014-08-18,0
229,11,6,5,17,13,1,3,1,85.29166667,71.45833333,63.0,10.54166667,255.1666667,29.7125,3.416666667,2014,8,19,8/19/2014,2014-08-19,0
230,5,4,1,5,10,2,0,1,81.17391304,68.39130435,61.39130435,12.39130435,254.6086957,29.6573913,4.086956522,2014,8,20,8/20/2014,2014-08-20,0
231,3,1,2,18,16,1,0,2,84.73913043,70.60869565,62.43478261,16.69565217,249.7826087,29.57782609,4.695652174,2014,8,21,8/21/2014,2014-08-21,0
232,6,1,5,19,15,0,0,1,85.29166667,70.16666667,60.66666667,13.91666667,248.7916667,29.56625,4.708333333,2014,8,22,8/22/2014,2014-08-22,0
233,3,3,1,25,5,0,0,4,85.625,70.58333333,60.79166667,9.916666667,243.9583333,29.62,3.583333333,2014,8,23,8/23/2014,2014-08-23,0
234,3,2,3,7,12,0,1,0,86.0,69.41666667,58.83333333,11.875,248.7083333,28.39791667,2.625,2014,8,24,8/24/2014,2014-08-24,0
235,3,3,3,21,21,0,0,0,85.33333333,70.41666667,60.79166667,16.5,250.6666667,29.6375,3.791666667,2014,8,25,8/25/2014,2014-08-25,0
236,2,5,3,31,14,1,1,3,84.65217391,71.60869565,64.47826087,19.04347826,255.6086957,29.59869565,5.434782609,2014,8,26,8/26/2014,2014-08-26,0
237,3,7,4,21,14,0,0,3,84.45833333,71.0,64.04166667,17.95833333,257.1666667,29.56375,6.833333333,2014,8,27,8/27/2014,2014-08-27,0
238,2,4,6,32,18,0,4,0,85.68181818,71.68181818,63.63636364,12.5,259.9545455,29.57545455,3.909090909,2014,8,28,8/28/2014,2014-08-28,0
239,4,3,5,26,17,1,0,3,88.5,71.0,57.45,10.1,251.1,29.5655,3.0,2014,8,29,8/29/2014,2014-08-29,0
240,3,2,7,10,12,1,0,3,86.65,72.95,64.85,9.7,267.95,29.558,2.2,2014,8,30,8/30/2014,2014-08-30,0
241,0,2,1,15,13,0,7,2,87.41666667,72.125,61.375,12.41666667,264.5416667,29.46625,2.375,2014,8,31,8/31/2014,2014-08-31,0
242,3,1,1,7,11,0,0,4,87.52631579,71.42105263,60.36842105,8.157894737,259.5789474,29.41894737,3.947368421,2014,9,1,9/1/2014,2014-09-01,0
243,2,4,5,20,7,0,2,3,90.91666667,66.41666667,47.5,12.08333333,83.66666667,29.46,7.25,2014,9,2,9/2/2014,2014-09-02,0
244,7,6,4,22,12,0,2,3,94.82608696,65.30434783,39.08695652,13.04347826,117.6521739,29.45913043,4.695652174,2014,9,3,9/3/2014,2014-09-03,0
245,5,5,3,18,21,1,0,1,88.125,69.29166667,54.25,12.91666667,265.5416667,29.45625,4.458333333,2014,9,4,9/4/2014,2014-09-04,0
246,4,0,3,15,15,2,0,2,84.58333333,72.29166667,66.16666667,17.20833333,249.75,29.47,5.5,2014,9,5,9/5/2014,2014-09-05,0
247,5,4,1,11,29,2,5,3,84.56521739,71.82608696,65.26086957,14.86956522,242.0434783,29.52304348,4.652173913,2014,9,6,9/6/2014,2014-09-06,0
248,2,5,5,7,9,0,0,1,85.70833333,71.08333333,61.58333333,11.91666667,246.7916667,29.57375,3.291666667,2014,9,7,9/7/2014,2014-09-07,0
249,1,5,3,20,15,0,1,4,85.54166667,72.54166667,65.375,11.29166667,260.8333333,29.605,3.833333333,2014,9,8,9/8/2014,2014-09-08,0
250,6,2,5,29,17,0,2,1,83.75,72.16666667,67.75,14.29166667,255.2916667,29.58375,4.75,2014,9,9,9/9/2014,2014-09-09,0
251,4,1,3,29,11,0,0,1,84.43478261,71.47826087,64.86956522,14.0,258.4782609,29.57913043,4.086956522,2014,9,10,9/10/2014,2014-09-10,0
252,0,1,4,32,15,0,10,0,84.58333333,70.95833333,64.41666667,12.45833333,248.7916667,29.60625,4.208333333,2014,9,11,9/11/2014,2014-09-11,0
253,2,2,1,20,19,0,8,1,84.69565217,71.2173913,64.86956522,13.47826087,255.6086957,29.64434783,4.52173913,2014,9,12,9/12/2014,2014-09-12,0
254,2,4,3,56,18,0,1,3,84.89473684,70.10526316,61.57894737,14.89473684,247.7894737,29.62052632,4.0,2014,9,13,9/13/2014,2014-09-13,0
255,1,2,2,19,6,0,6,0,84.65217391,70.30434783,63.13043478,11.47826087,243.9130435,29.61434783,4.347826087,2014,9,14,9/14/2014,2014-09-14,0
256,1,3,5,28,9,0,1,0,83.95833333,70.91666667,64.875,10.625,241.2083333,29.63,4.291666667,2014,9,15,9/15/2014,2014-09-15,0
257,4,2,0,48,9,0,0,0,84.95,70.9,62.65,11.25,245.5,29.6165,4.65,2014,9,16,9/16/2014,2014-09-16,0
258,2,6,4,39,11,2,19,4,84.54166667,69.33333333,60.79166667,12.08333333,256.125,29.605,2.833333333,2014,9,17,9/17/2014,2014-09-17,0
259,3,1,1,44,7,0,0,1,84.375,70.5,63.5,14.04166667,253.4166667,29.65875,3.958333333,2014,9,18,9/18/2014,2014-09-18,0
260,2,4,8,23,8,0,22,0,80.75,68.33333333,62.54166667,22.08333333,251.5,29.68,4.166666667,2014,9,19,9/19/2014,2014-09-19,0
261,4,1,4,20,14,1,2,0,83.45833333,71.41666667,66.79166667,14.95833333,249.75,29.635,4.458333333,2014,9,20,9/20/2014,2014-09-20,0
262,1,2,6,12,7,0,0,3,83.66666667,71.91666667,67.875,12.58333333,245.0,29.63875,4.5,2014,9,21,9/21/2014,2014-09-21,0
263,3,4,5,34,10,1,0,2,84.5,70.83333333,64.5,18.25,247.7083333,29.6925,3.958333333,2014,9,22,9/22/2014,2014-09-22,0
264,3,3,6,26,10,0,1,2,83.7826087,70.04347826,64.17391304,14.7826087,247.9565217,28.40695652,3.913043478,2014,9,23,9/23/2014,2014-09-23,0
265,6,3,1,24,14,0,0,0,79.625,67.375,62.79166667,16.875,254.4166667,29.68625,5.166666667,2014,9,24,9/24/2014,2014-09-24,0
266,4,5,7,41,15,0,1,5,83.30434783,70.52173913,65.65217391,15.13043478,254.6521739,29.70434783,4.695652174,2014,9,25,9/25/2014,2014-09-25,0
267,4,4,3,38,22,2,0,1,83.41666667,70.79166667,66.16666667,12.625,256.125,29.75875,4.166666667,2014,9,26,9/26/2014,2014-09-26,0
268,4,2,6,46,18,0,0,4,83.91666667,68.70833333,63.0,15.625,259.0,29.77875,3.25,2014,9,27,9/27/2014,2014-09-27,0
269,0,2,1,21,6,0,0,2,84.13636364,71.22727273,66.18181818,16.90909091,262.0,29.77590909,3.636363636,2014,9,28,9/28/2014,2014-09-28,0
270,7,3,2,29,12,0,10,4,83.29166667,72.04166667,69.58333333,13.875,251.5,29.7575,3.208333333,2014,9,29,9/29/2014,2014-09-29,0
271,10,5,4,61,10,2,22,2,83.08333333,72.83333333,72.41666667,13.08333333,245.9583333,29.74875,4.416666667,2014,9,30,9/30/2014,2014-09-30,0
272,2,0,2,44,15,0,11,2,83.25,70.95833333,67.54166667,9.833333333,233.7916667,29.7975,2.791666667,2014,10,1,10/1/2014,2014-10-01,0
273,2,5,5,23,11,0,2,1,83.75,69.08333333,63.95833333,10.54166667,257.0833333,29.80875,2.25,2014,10,2,10/2/2014,2014-10-02,0
274,4,1,5,44,12,0,11,2,83.39130435,69.2173913,64.47826087,12.65217391,258.3913043,29.76695652,2.695652174,2014,10,3,10/3/2014,2014-10-03,0
275,3,6,8,39,11,1,25,0,83.2173913,70.7826087,67.82608696,14.56521739,256.5652174,29.77478261,2.347826087,2014,10,4,10/4/2014,2014-10-04,0
276,2,3,3,19,1,0,0,3,84.41666667,70.33333333,65.375,13.125,264.5,29.7925,2.958333333,2014,10,5,10/5/2014,2014-10-05,0
277,5,1,2,68,13,1,0,1,83.66666667,72.58333333,70.375,10.54166667,247.7916667,29.8125,3.458333333,2014,10,6,10/6/2014,2014-10-06,1
278,3,3,2,41,16,1,5,0,84.08695652,71.91304348,68.13043478,8.739130435,248.6956522,29.7526087,2.347826087,2014,10,7,10/7/2014,2014-10-07,1
279,3,6,7,50,17,0,0,2,84.47619048,71.42857143,66.04761905,9.380952381,257.3333333,29.74428571,1.80952381,2014,10,8,10/8/2014,2014-10-08,1
280,1,4,6,41,8,2,5,0,86.19047619,67.66666667,59.0,6.952380952,192.0952381,29.77285714,2.333333333,2014,10,9,10/9/2014,2014-10-09,0
281,3,2,9,28,23,3,6,0,89.83333333,60.33333333,40.33333333,4.944444444,126.4444444,29.74833333,2.166666667,2014,10,10,10/10/2014,2014-10-10,0
282,3,3,5,35,15,0,0,5,89.20833333,56.625,39.66666667,6.166666667,149.2916667,29.6975,3.75,2014,10,11,10/11/2014,2014-10-11,0
283,3,0,1,22,7,0,5,2,87.72727273,52.5,32.81818182,5.681818182,112.6363636,29.69545455,4.181818182,2014,10,12,10/12/2014,2014-10-12,0
284,2,4,4,28,6,0,1,2,85.95454545,56.09090909,41.18181818,7.227272727,187.4545455,29.69,3.227272727,2014,10,13,10/13/2014,2014-10-13,0
285,3,5,5,32,7,0,11,0,84.54166667,48.70833333,32.54166667,11.04166667,73.375,29.76375,7.333333333,2014,10,14,10/14/2014,2014-10-14,0
286,1,6,2,22,14,1,2,3,82.60869565,46.52173913,30.08695652,6.217391304,75.52173913,29.86565217,5.565217391,2014,10,15,10/15/2014,2014-10-15,0
287,6,2,2,58,9,1,6,1,82.30434783,47.52173913,31.65217391,6.391304348,101.0,29.86956522,4.043478261,2014,10,16,10/16/2014,2014-10-16,0
288,3,2,2,41,22,3,0,2,82.43478261,49.95652174,36.47826087,5.391304348,161.5652174,29.8473913,3.434782609,2014,10,17,10/17/2014,2014-10-17,0
289,4,6,5,21,24,0,3,2,81.83333333,56.83333333,47.04166667,6.0,231.75,29.82375,1.0,2014,10,18,10/18/2014,2014-10-18,0
290,3,3,2,13,9,0,6,1,81.66666667,58.45833333,51.41666667,6.25,190.5416667,29.795,2.25,2014,10,19,10/19/2014,2014-10-19,0
291,2,2,4,7,12,0,0,0,78.78571429,66.5,70.57142857,3.714285714,196.3571429,29.835,6.785714286,2014,10,20,10/20/2014,2014-10-20,0
292,2,4,6,14,11,0,20,1,84.47826087,52.2173913,38.65217391,5.695652174,116.7391304,29.86347826,2.347826087,2014,10,21,10/21/2014,2014-10-21,0
293,3,2,2,21,7,0,2,1,84.91304348,52.08695652,36.82608696,5.47826087,108.7391304,29.86608696,2.52173913,2014,10,22,10/22/2014,2014-10-22,0
294,1,4,0,32,7,1,0,0,83.20833333,54.375,41.79166667,6.625,189.6666667,29.83875,4.333333333,2014,10,23,10/23/2014,2014-10-23,0
295,3,2,6,49,18,0,5,1,81.33333333,55.45833333,49.20833333,5.666666667,168.9583333,29.79875,2.666666667,2014,10,24,10/24/2014,2014-10-24,0
296,2,5,1,31,21,0,2,5,81.04166667,46.75,36.20833333,5.375,95.79166667,29.79125,1.916666667,2014,10,25,10/25/2014,2014-10-25,0
297,3,1,2,30,6,0,1,1,84.39130435,45.95652174,29.04347826,5.956521739,94.13043478,29.81913043,6.0,2014,10,26,10/26/2014,2014-10-26,0
298,8,3,4,25,17,1,3,0,83.0,60.0,48.04347826,5.739130435,89.2173913,29.86391304,4.826086957,2014,10,27,10/27/2014,2014-10-27,0
299,4,3,9,40,23,0,0,2,82.79166667,57.625,48.125,5.166666667,141.7916667,29.83208333,4.75,2014,10,28,10/28/2014,2014-10-28,0
300,5,1,6,37,20,2,27,1,82.26086957,57.30434783,45.69565217,4.173913043,70.60869565,29.83043478,8.347826087,2014,10,29,10/29/2014,2014-10-29,0
301,0,1,5,20,11,1,2,0,83.08333333,54.29166667,37.66666667,5.75,54.58333333,29.81,8.125,2014,10,30,10/30/2014,2014-10-30,0
302,2,2,4,31,16,0,0,2,82.45833333,55.375,40.58333333,12.04166667,92.16666667,29.83791667,8.958333333,2014,10,31,10/31/2014,2014-10-31,0
303,1,1,3,10,12,0,0,0,75.66666667,61.91666667,65.16666667,7.25,86.5,29.87333333,10.16666667,2014,11,1,11/1/2014,2014-11-01,0
304,2,0,0,1,2,0,0,0,81.22727273,59.0,50.5,6.045454545,136.2727273,29.865,2.772727273,2014,11,2,11/2/2014,2014-11-02,0
305,7,4,0,27,18,0,5,1,79.26086957,66.39130435,66.91304348,8.130434783,163.6086957,29.87043478,4.608695652,2014,11,3,11/3/2014,2014-11-03,1
306,6,1,5,26,15,0,0,1,82.33333333,67.33333333,62.125,10.5,259.0,29.84625,3.916666667,2014,11,4,11/4/2014,2014-11-04,1
307,0,1,4,27,19,3,1,0,81.45833333,67.33333333,63.54166667,7.583333333,229.9583333,29.86875,4.083333333,2014,11,5,11/5/2014,2014-11-05,0
308,6,2,5,23,23,1,0,0,81.66666667,69.58333333,67.54166667,10.66666667,254.375,29.83458333,4.166666667,2014,11,6,11/6/2014,2014-11-06,0
309,6,8,5,12,28,1,0,1,82.26086957,68.86956522,66.47826087,6.826086957,207.6956522,29.82478261,7.0,2014,11,7,11/7/2014,2014-11-07,0
310,12,6,6,34,24,0,17,2,79.91666667,38.20833333,29.25,6.625,36.875,29.9125,2.75,2014,11,8,11/8/2014,2014-11-08,0
311,3,3,2,22,19,0,2,1,79.05,32.8,19.85,12.35,28.4,29.9545,3.8,2014,11,9,11/9/2014,2014-11-09,1
312,1,4,3,24,13,0,7,1,78.70833333,28.625,17.08333333,8.458333333,36.79166667,29.91375,1.375,2014,11,10,11/10/2014,2014-11-10,0
313,8,4,2,23,18,0,8,2,77.08695652,34.0,23.73913043,5.173913043,71.52173913,29.87,1.608695652,2014,11,11,11/11/2014,2014-11-11,0
314,3,5,4,22,16,0,3,0,77.39130435,33.47826087,24.17391304,5.782608696,63.91304348,28.58565217,1.956521739,2014,11,12,11/12/2014,2014-11-12,0
315,7,2,5,31,10,0,0,2,77.5,30.0,19.27272727,5.772727273,25.77272727,29.90409091,3.045454545,2014,11,13,11/13/2014,2014-11-13,0
316,5,0,5,29,20,1,2,3,79.16666667,34.25,21.20833333,6.666666667,111.75,29.93625,3.083333333,2014,11,14,11/14/2014,2014-11-14,0
317,4,5,5,24,20,2,2,2,75.0,41.66666667,32.0,5.125,102.4583333,29.885,3.75,2014,11,15,11/15/2014,2014-11-15,0
318,2,2,6,19,13,1,0,0,75.08695652,37.08695652,28.82608696,5.347826087,50.13043478,29.85869565,4.652173913,2014,11,16,11/16/2014,2014-11-16,0
319,9,5,6,23,23,1,10,0,77.70833333,34.5,22.45833333,5.625,77.25,29.88541667,1.875,2014,11,17,11/17/2014,2014-11-17,0
320,2,2,5,19,10,1,0,1,77.66666667,37.95833333,25.33333333,5.666666667,83.70833333,29.91625,3.333333333,2014,11,18,11/18/2014,2014-11-18,0
321,1,1,6,30,15,0,10,4,78.0,46.0952381,33.76190476,5.428571429,139.5238095,29.90761905,4.333333333,2014,11,19,11/19/2014,2014-11-19,0
322,4,6,5,19,13,0,8,0,76.47826087,56.95652174,52.47826087,5.956521739,149.9565217,29.88782609,6.130434783,2014,11,20,11/20/2014,2014-11-20,0
323,1,1,3,22,16,0,2,1,76.86363636,65.63636364,69.40909091,4.863636364,125.0,29.86863636,6.363636364,2014,11,21,11/21/2014,2014-11-21,0
324,6,2,3,24,15,1,8,1,77.72727273,61.40909091,60.77272727,5.363636364,135.2272727,29.83727273,4.681818182,2014,11,22,11/22/2014,2014-11-22,0
325,4,3,6,22,11,0,0,1,75.40909091,44.72727273,41.63636364,6.954545455,51.36363636,29.86090909,3.136363636,2014,11,23,11/23/2014,2014-11-23,0
326,3,3,6,27,17,1,1,1,75.59090909,38.54545455,27.72727273,5.954545455,58.54545455,29.89409091,4.818181818,2014,11,24,11/24/2014,2014-11-24,0
327,4,1,2,19,18,0,2,3,74.41666667,46.125,37.625,4.583333333,110.7916667,29.88875,5.666666667,2014,11,25,11/25/2014,2014-11-25,0
328,3,5,6,21,13,3,11,2,74.73913043,58.2173913,57.39130435,5.391304348,116.6086957,29.82391304,3.956521739,2014,11,26,11/26/2014,2014-11-26,0
329,7,2,1,15,5,1,4,2,78.2,69.2,74.25,8.75,255.6,29.774,4.75,2014,11,27,11/27/2014,2014-11-27,0
330,2,1,15,15,12,1,2,1,77.79166667,67.20833333,71.0,5.916666667,194.2083333,29.8,5.375,2014,11,28,11/28/2014,2014-11-28,0
331,3,2,3,28,15,0,0,5,72.33333333,61.42857143,66.33333333,4.952380952,91.33333333,28.43047619,10.0952381,2014,11,29,11/29/2014,2014-11-29,0
332,6,1,5,22,9,1,0,2,75.33333333,62.25,66.0,6.125,145.5833333,29.87958333,5.25,2014,11,30,11/30/2014,2014-11-30,0
333,4,3,0,36,19,0,2,2,75.86956522,58.52173913,60.43478261,4.347826087,112.6956522,29.90652174,8.434782609,2014,12,1,12/1/2014,2014-12-01,0
334,7,3,3,8,26,0,4,1,75.0,51.2173913,49.13043478,4.217391304,113.6086957,29.90913043,6.347826087,2014,12,2,12/2/2014,2014-12-02,0
335,3,3,5,12,18,2,8,2,73.61904762,58.0,60.76190476,4.619047619,164.2380952,29.90428571,5.380952381,2014,12,3,12/3/2014,2014-12-03,0
336,3,3,2,27,16,1,1,0,74.17391304,59.17391304,62.82608696,5.217391304,103.9565217,29.90521739,8.347826087,2014,12,4,12/4/2014,2014-12-04,0
337,2,5,1,28,15,1,1,2,74.41666667,48.16666667,46.5,5.666666667,93.08333333,29.93625,5.916666667,2014,12,5,12/5/2014,2014-12-05,0
338,3,3,1,12,9,0,7,1,61.625,32.58333333,26.66666667,6.75,39.625,29.94375,5.791666667,2014,12,6,12/6/2014,2014-12-06,0
339,5,5,4,46,6,0,12,0,72.875,39.5,32.16666667,5.208333333,92.16666667,29.91708333,2.916666667,2014,12,7,12/7/2014,2014-12-07,0
340,1,3,2,20,9,0,0,0,72.33333333,43.79166667,40.79166667,4.25,80.83333333,29.94875,4.791666667,2014,12,8,12/8/2014,2014-12-08,0
341,1,1,2,16,9,1,0,2,69.73684211,40.78947368,40.31578947,4.578947368,31.0,29.92631579,7.631578947,2014,12,9,12/9/2014,2014-12-09,0
342,3,3,2,51,28,3,6,0,67.91666667,20.83333333,18.625,6.791666667,54.54166667,29.96125,3.666666667,2014,12,10,12/10/2014,2014-12-10,0
343,2,5,7,16,21,2,0,0,65.58333333,19.875,19.16666667,6.833333333,40.70833333,29.93458333,2.75,2014,12,11,12/11/2014,2014-12-11,0
344,6,2,6,41,18,0,2,0,65.95652174,18.56521739,17.82608696,6.695652174,59.86956522,29.91173913,2.217391304,2014,12,12,12/12/2014,2014-12-12,0
345,1,3,2,25,11,1,7,0,66.59090909,34.54545455,32.04545455,6.045454545,110.6818182,29.91772727,1.0,2014,12,13,12/13/2014,2014-12-13,0
346,10,2,4,41,10,0,6,1,65.25,36.375,37.0,3.625,99.58333333,29.9575,3.333333333,2014,12,14,12/14/2014,2014-12-14,0
347,5,3,7,40,10,1,9,1,63.69565217,38.82608696,43.47826087,4.52173913,86.30434783,30.02565217,5.217391304,2014,12,15,12/15/2014,2014-12-15,0
